image_name blink head_pose_yaw_angle head_pose_pitch_angle head_pose_roll_angle left_eye_horizontal_position left_eye_vertical_position right_eye_horizontal_position right_eye_vertical_position
323.jpg True 0.459 -12.348 -1.096 0.02368 0.02310 0.02438 0.01797
324.jpg False 0.195 -12.395 -1.152 0.00050 0.02294 -0.00010 0.01886
325.jpg False -0.509 -12.490 -1.264 -0.02952 0.01668 -0.03056 0.01386
326.jpg False -1.715 -12.645 -1.386 -0.06656 0.00508 -0.06352 0.00259
327.jpg False -3.147 -12.865 -1.514 -0.10511 -0.01805 -0.09570 -0.01786
328.jpg False -4.632 -13.176 -1.623 -0.13654 -0.03161 -0.11940 -0.03122
329.jpg False -5.949 -13.557 -1.686 -0.15729 -0.04341 -0.13542 -0.04439
330.jpg False -7.129 -13.960 -1.725 -0.17443 -0.04965 -0.14615 -0.05133
331.jpg False -7.959 -14.339 -1.797 -0.18153 -0.05297 -0.15446 -0.05383
332.jpg False -8.552 -14.677 -1.877 -0.18572 -0.05419 -0.15957 -0.05336
333.jpg False -8.797 -14.934 -1.955 -0.18703 -0.05537 -0.16153 -0.05201
334.jpg False -8.655 -15.072 -2.044 -0.18820 -0.05655 -0.16181 -0.04872
335.jpg False -8.013 -14.968 -2.139 -0.18710 -0.05757 -0.16005 -0.04643
336.jpg True -7.055 -14.653 -2.203 -0.18962 -0.05644 -0.15716 -0.04276
337.jpg True -5.757 -14.157 -2.251 -0.19071 -0.05378 -0.15610 -0.03788
338.jpg True -4.366 -13.704 -2.331 -0.16521 -0.04524 -0.13496 -0.02744
339.jpg True -3.008 -13.318 -2.416 -0.12117 -0.03854 -0.09651 -0.02081
340.jpg False -1.740 -13.130 -2.467 -0.06163 -0.03207 -0.04296 -0.01442
341.jpg False -0.624 -13.067 -2.517 0.00404 -0.02801 0.01771 -0.01044
342.jpg False 0.285 -13.168 -2.608 0.07417 -0.02800 0.08328 -0.01045
343.jpg False 1.080 -13.299 -2.658 0.12297 -0.03640 0.13575 -0.02014
344.jpg False 1.722 -13.447 -2.710 0.15461 -0.04350 0.17265 -0.02903
345.jpg False 2.103 -13.570 -2.756 0.17318 -0.05176 0.19569 -0.03658
346.jpg False 2.248 -13.752 -2.819 0.18684 -0.05764 0.21285 -0.04213
347.jpg False 2.175 -13.904 -2.869 0.19430 -0.05482 0.22102 -0.04307
348.jpg False 1.878 -13.962 -2.902 0.18683 -0.04361 0.20774 -0.03451
349.jpg False 1.423 -14.012 -2.908 0.16410 -0.03201 0.17995 -0.02239
350.jpg False 0.820 -14.022 -2.887 0.12843 -0.01642 0.13841 -0.01090
351.jpg False 0.157 -13.975 -2.802 0.08260 -0.00177 0.08550 -0.00025
352.jpg False -0.598 -13.887 -2.687 0.03082 0.00627 0.03193 0.00747
353.jpg False -1.410 -13.834 -2.562 -0.01578 0.00505 -0.01013 0.00688
354.jpg False -2.209 -13.716 -2.394 -0.04951 0.00280 -0.04246 0.00235
355.jpg False -2.929 -13.519 -2.186 -0.07188 0.00004 -0.06241 -0.00261
356.jpg False -3.459 -13.283 -1.992 -0.08469 -0.00032 -0.07232 -0.00626
357.jpg False -3.726 -13.014 -1.797 -0.08936 0.00230 -0.07751 -0.00762
358.jpg True -3.844 -12.842 -1.652 -0.08848 0.00840 -0.07967 -0.00730
359.jpg True -3.878 -12.841 -1.556 -0.06983 0.01262 -0.06269 -0.00455
360.jpg True -3.820 -12.987 -1.543 -0.03731 0.01487 -0.02960 -0.00145
361.jpg False -3.695 -13.211 -1.572 0.00384 0.01143 0.01361 -0.00246
362.jpg False -3.481 -13.433 -1.632 0.05194 0.00174 0.06332 -0.00766
363.jpg False -3.068 -13.577 -1.704 0.10392 -0.00915 0.11776 -0.01465
364.jpg False -2.420 -13.630 -1.789 0.14393 -0.02074 0.15833 -0.02384
365.jpg False -1.488 -13.708 -1.918 0.16992 -0.03431 0.18436 -0.03574
366.jpg False -0.410 -13.767 -2.071 0.18817 -0.04704 0.20176 -0.04607
367.jpg False 0.830 -13.950 -2.275 0.20027 -0.05611 0.21401 -0.05314
368.jpg False 2.157 -14.069 -2.484 0.20887 -0.06385 0.22250 -0.05811
369.jpg False 3.541 -14.115 -2.703 0.21404 -0.06645 0.22929 -0.06060
370.jpg False 4.864 -14.056 -2.885 0.22060 -0.06620 0.23508 -0.06017
371.jpg False 6.048 -13.913 -3.033 0.22603 -0.06199 0.23768 -0.05688
372.jpg False 6.933 -13.679 -3.095 0.23167 -0.05343 0.23849 -0.04768
373.jpg False 7.500 -13.345 -2.980 0.23749 -0.04370 0.23780 -0.03517
374.jpg False 7.748 -12.816 -2.763 0.24291 -0.03438 0.23608 -0.02032
375.jpg True 7.528 -12.169 -2.425 0.24675 -0.02541 0.23342 -0.00499
376.jpg True 6.874 -11.620 -2.053 0.23084 -0.01500 0.21065 0.00822
377.jpg True 5.852 -11.069 -1.675 0.19399 -0.00752 0.17029 0.01375
378.jpg False 4.519 -10.684 -1.424 0.14071 -0.00098 0.11540 0.01504
379.jpg False 2.800 -10.610 -1.245 0.07383 -0.00111 0.05251 0.00928
380.jpg False 0.999 -10.772 -1.161 -0.00013 -0.00131 -0.01676 0.00374
381.jpg False -0.820 -11.064 -1.098 -0.06353 -0.00657 -0.06751 -0.00036
382.jpg False -2.583 -11.549 -1.052 -0.11171 -0.01389 -0.10573 -0.00208
383.jpg False -4.148 -12.177 -0.997 -0.14566 -0.02283 -0.13073 -0.00593
384.jpg False -5.472 -12.880 -0.990 -0.16808 -0.02799 -0.14866 -0.00733
385.jpg False -6.550 -13.607 -1.013 -0.18435 -0.03294 -0.16092 -0.01102
386.jpg False -7.367 -14.313 -1.080 -0.19203 -0.03427 -0.17003 -0.01503
387.jpg False -7.860 -14.952 -1.197 -0.19355 -0.03519 -0.17276 -0.01916
388.jpg False -8.106 -15.477 -1.342 -0.19425 -0.03343 -0.17589 -0.01957
389.jpg False -8.054 -15.845 -1.433 -0.19166 -0.03212 -0.17794 -0.02097
390.jpg False -7.834 -16.053 -1.487 -0.18622 -0.03465 -0.17896 -0.02432
391.jpg False -7.526 -16.149 -1.519 -0.17986 -0.03995 -0.18043 -0.02906
392.jpg False -7.187 -16.111 -1.506 -0.17348 -0.04374 -0.18376 -0.03489
393.jpg False -6.881 -15.909 -1.446 -0.16890 -0.04641 -0.18530 -0.03602
394.jpg False -6.599 -15.604 -1.371 -0.15729 -0.04853 -0.18423 -0.03307
395.jpg False -6.165 -15.183 -1.274 -0.14151 -0.04893 -0.18132 -0.02719
396.jpg False -5.563 -14.618 -1.147 -0.12174 -0.04809 -0.17655 -0.01921
397.jpg True -4.866 -13.950 -0.989 -0.10058 -0.04767 -0.16989 -0.00974
398.jpg True -3.997 -13.296 -0.892 -0.06095 -0.04905 -0.14323 -0.00595
399.jpg True -3.015 -12.800 -0.870 -0.01576 -0.04763 -0.09915 -0.00602
400.jpg False -2.062 -12.418 -0.913 0.03374 -0.04729 -0.04324 -0.00850
401.jpg False -1.070 -12.207 -1.010 0.08727 -0.04454 0.02001 -0.01147
402.jpg False 0.165 -12.205 -1.217 0.14262 -0.03998 0.08915 -0.01473
403.jpg False 1.546 -12.429 -1.412 0.18590 -0.03713 0.14627 -0.01930
404.jpg False 3.055 -12.732 -1.604 0.21645 -0.03718 0.18721 -0.02306
405.jpg False 4.627 -13.193 -1.814 0.23842 -0.03851 0.21995 -0.02780
406.jpg False 6.123 -13.727 -2.026 0.25207 -0.03825 0.24729 -0.03005
407.jpg False 7.384 -14.285 -2.181 0.26135 -0.03928 0.26934 -0.03399
408.jpg False 8.419 -14.793 -2.355 0.26485 -0.04125 0.28162 -0.04119
409.jpg False 9.196 -15.259 -2.511 0.26882 -0.04160 0.29261 -0.04655
410.jpg False 9.629 -15.583 -2.673 0.26844 -0.03358 0.29545 -0.04590
411.jpg False 9.807 -15.900 -2.840 0.26715 -0.02655 0.29357 -0.04533
412.jpg False 9.682 -16.210 -3.043 0.25890 -0.01546 0.27996 -0.03863
413.jpg False 9.300 -16.422 -3.187 0.23935 -0.00553 0.25215 -0.02566
414.jpg False 8.585 -16.497 -3.275 0.20309 0.00022 0.20572 -0.01538
415.jpg False 7.552 -16.547 -3.271 0.15183 0.00036 0.14549 -0.00798
416.jpg False 6.316 -16.492 -3.142 0.08750 -0.00345 0.07770 -0.00415
417.jpg False 4.909 -16.357 -2.923 0.02028 -0.01124 0.01218 -0.00555
418.jpg False 3.347 -16.244 -2.653 -0.04157 -0.01894 -0.04345 -0.01177
419.jpg False 1.804 -16.133 -2.320 -0.09436 -0.02455 -0.08576 -0.01776
420.jpg False 0.426 -16.089 -1.964 -0.13320 -0.02984 -0.11349 -0.02355
421.jpg False -0.939 -16.144 -1.637 -0.15746 -0.03645 -0.13499 -0.03072
422.jpg False -2.185 -16.152 -1.321 -0.17290 -0.04218 -0.14878 -0.03578
423.jpg False -3.338 -16.143 -1.039 -0.17971 -0.04504 -0.15931 -0.03570
424.jpg False -4.413 -16.166 -0.805 -0.18251 -0.04556 -0.16756 -0.03398
425.jpg False -5.446 -16.131 -0.680 -0.18358 -0.04331 -0.17213 -0.03257
426.jpg False -6.291 -15.964 -0.599 -0.18631 -0.03848 -0.17460 -0.02832
427.jpg False -6.885 -15.763 -0.508 -0.19024 -0.03274 -0.17826 -0.02523
428.jpg False -7.197 -15.431 -0.430 -0.19318 -0.02979 -0.17873 -0.02668
429.jpg False -7.220 -14.981 -0.396 -0.19294 -0.02889 -0.17841 -0.02904
430.jpg False -6.769 -14.299 -0.236 -0.18987 -0.03167 -0.17964 -0.03309
431.jpg True -5.955 -13.535 -0.058 -0.18510 -0.03490 -0.17999 -0.03846
432.jpg True -4.882 -12.772 0.078 -0.17810 -0.04067 -0.17884 -0.04475
433.jpg True -3.709 -12.168 0.113 -0.15217 -0.03836 -0.15694 -0.04380
434.jpg True -2.403 -11.735 0.112 -0.11295 -0.03323 -0.11918 -0.03937
435.jpg False -1.197 -11.609 0.005 -0.06580 -0.02730 -0.07014 -0.03375
436.jpg False -0.107 -11.607 -0.151 -0.01103 -0.02093 -0.01314 -0.02731
437.jpg False 0.744 -11.698 -0.348 0.04651 -0.01293 0.04761 -0.01897
438.jpg False 1.472 -11.783 -0.526 0.08529 -0.00900 0.09055 -0.01472
439.jpg False 2.024 -11.893 -0.722 0.11240 -0.00624 0.11952 -0.01171
440.jpg False 2.404 -12.020 -0.924 0.13193 -0.00312 0.13944 -0.00827
441.jpg False 2.645 -12.145 -1.102 0.14383 0.00037 0.15162 -0.00454
442.jpg False 2.802 -12.337 -1.237 0.14979 0.00412 0.15700 -0.00193
443.jpg False 2.833 -12.536 -1.324 0.14447 0.00850 0.14485 0.00355
444.jpg False 2.603 -12.655 -1.354 0.12281 0.01032 0.11620 0.00618
445.jpg False 2.158 -12.723 -1.358 0.08763 0.00808 0.07256 0.00561
446.jpg False 1.435 -12.860 -1.360 0.04143 0.00414 0.02311 0.00140
447.jpg False 0.520 -12.960 -1.346 -0.00542 -0.00454 -0.02788 -0.00516
448.jpg False -0.502 -13.150 -1.356 -0.04624 -0.01831 -0.07028 -0.01708
449.jpg False -1.528 -13.441 -1.356 -0.08044 -0.03047 -0.10152 -0.02816
450.jpg False -2.472 -13.754 -1.335 -0.10732 -0.04149 -0.12254 -0.03850
451.jpg False -3.214 -14.058 -1.320 -0.12687 -0.05287 -0.13890 -0.04695
452.jpg False -3.795 -14.304 -1.312 -0.14065 -0.05974 -0.15159 -0.05294
453.jpg False -4.223 -14.488 -1.289 -0.15059 -0.06135 -0.15820 -0.05494
454.jpg False -4.359 -14.538 -1.271 -0.14956 -0.05590 -0.15745 -0.04924
455.jpg False -4.121 -14.418 -1.280 -0.13489 -0.03781 -0.14288 -0.03553
456.jpg False -3.642 -14.088 -1.279 -0.11097 -0.01064 -0.11922 -0.01607
457.jpg False -2.921 -13.755 -1.305 -0.07520 0.01633 -0.08431 0.00556
458.jpg True -2.095 -13.467 -1.354 -0.02549 0.03825 -0.03430 0.02365
459.jpg False -1.236 -13.251 -1.453 0.03120 0.04848 0.02329 0.03446
460.jpg False -0.467 -13.205 -1.555 0.08436 0.04387 0.07635 0.03390
461.jpg False 0.270 -13.420 -1.661 0.13387 0.02856 0.12676 0.02410
462.jpg False 0.897 -13.737 -1.795 0.17084 0.00842 0.17133 0.00698
463.jpg False 1.513 -14.015 -1.912 0.19529 -0.01079 0.20452 -0.00903
464.jpg False 2.097 -14.339 -1.995 0.20975 -0.02346 0.22784 -0.02301
465.jpg False 2.461 -14.547 -2.059 0.21959 -0.03257 0.24352 -0.03308
466.jpg False 2.610 -14.635 -2.108 0.22761 -0.03783 0.25430 -0.03700
467.jpg False 2.604 -14.596 -2.085 0.23390 -0.03205 0.25163 -0.02663
468.jpg False 2.528 -14.357 -2.013 0.23793 -0.01982 0.23865 -0.00948
469.jpg False 2.304 -13.998 -1.905 0.24037 -0.00504 0.21917 0.01144
470.jpg True 1.893 -13.694 -1.771 0.24171 0.01380 0.19682 0.03730
471.jpg True 1.268 -13.455 -1.640 0.22219 0.02811 0.15870 0.05697
472.jpg True 0.530 -13.295 -1.538 0.19168 0.03225 0.11979 0.06081
473.jpg False -0.358 -13.262 -1.480 0.15385 0.02902 0.08061 0.05727
474.jpg False -1.245 -13.299 -1.417 0.10782 0.02311 0.04413 0.04709
475.jpg False -1.914 -13.401 -1.385 0.05646 0.01398 0.00704 0.03216
476.jpg False -2.300 -13.439 -1.371 0.02319 0.00742 -0.01617 0.01991
477.jpg False -2.439 -13.429 -1.357 0.00220 0.00672 -0.02832 0.01520
478.jpg False -2.347 -13.428 -1.335 -0.01072 0.01054 -0.03300 0.01189
479.jpg False -2.122 -13.436 -1.356 -0.01334 0.01338 -0.03502 0.00949
480.jpg False -1.790 -13.413 -1.412 -0.00886 0.01841 -0.03384 0.01250
481.jpg False -1.424 -13.385 -1.450 -0.00298 0.02464 -0.02985 0.01468
482.jpg False -1.085 -13.426 -1.490 0.00255 0.02630 -0.02660 0.01336
483.jpg False -0.781 -13.503 -1.571 0.00683 0.02165 -0.02161 0.00819
484.jpg False -0.566 -13.639 -1.644 0.00838 0.02229 -0.01628 0.01050
485.jpg False -0.422 -13.844 -1.718 0.00741 0.01969 -0.01122 0.00744
486.jpg False -0.268 -14.073 -1.789 0.00791 0.02076 -0.00633 0.00988
487.jpg False -0.078 -14.218 -1.859 0.00715 0.02752 -0.00214 0.01642
488.jpg False 0.112 -14.372 -1.882 0.00639 0.03787 0.00320 0.02822
489.jpg False 0.294 -14.452 -1.929 0.00698 0.04407 0.00570 0.03542
490.jpg False 0.475 -14.404 -1.939 0.00711 0.05276 0.00802 0.04656
491.jpg False 0.594 -14.351 -1.981 0.00492 0.06247 0.01184 0.05592
492.jpg False 0.681 -14.291 -2.041 0.00389 0.06487 0.01368 0.06097
493.jpg False 0.726 -14.136 -2.100 0.00369 0.06366 0.01239 0.05710
494.jpg False 0.884 -13.860 -2.107 0.00359 0.05829 0.01328 0.04767
495.jpg False 1.116 -13.442 -2.145 0.00719 0.04800 0.01530 0.03276
496.jpg False 1.420 -12.797 -2.212 0.01305 0.03478 0.01235 0.01974
497.jpg False 1.735 -11.854 -2.268 0.01820 0.02361 0.01071 0.01115
498.jpg False 2.141 -10.616 -2.341 0.02243 0.01555 0.00818 0.01353
499.jpg False 2.477 -9.161 -2.482 0.02551 0.01234 0.00465 0.02471
500.jpg False 2.780 -7.627 -2.631 0.02554 0.01505 0.00085 0.04030
501.jpg False 3.095 -6.059 -2.766 0.02612 0.01742 -0.00059 0.05372
502.jpg False 3.400 -4.641 -2.888 0.02750 0.02174 -0.00239 0.06842
503.jpg False 3.675 -3.449 -3.013 0.02898 0.02685 -0.00490 0.07513
504.jpg False 3.961 -2.522 -3.122 0.02820 0.03274 -0.00666 0.07647
505.jpg False 4.265 -1.813 -3.178 0.02627 0.03530 -0.00745 0.07428
506.jpg False 4.554 -1.349 -3.210 0.02214 0.03854 -0.00877 0.07035
507.jpg False 4.862 -1.118 -3.255 0.01644 0.04228 -0.00964 0.06227
508.jpg False 5.096 -1.052 -3.286 0.01096 0.04421 -0.00895 0.05582
509.jpg False 5.291 -1.127 -3.320 0.00752 0.04335 -0.00878 0.05044
510.jpg False 5.436 -1.283 -3.357 0.00600 0.04258 -0.00902 0.04766
511.jpg False 5.526 -1.471 -3.378 0.00406 0.03800 -0.00913 0.04432
512.jpg False 5.544 -1.619 -3.385 0.00273 0.03190 -0.00876 0.04058
513.jpg False 5.556 -1.750 -3.382 0.00276 0.02749 -0.00886 0.03790
514.jpg False 5.539 -1.832 -3.321 0.00376 0.02299 -0.00724 0.03598
515.jpg False 5.483 -1.879 -3.259 0.00499 0.01977 -0.00604 0.03332
516.jpg False 5.362 -1.917 -3.196 0.00731 0.02005 -0.00389 0.03144
517.jpg False 5.221 -1.995 -3.129 0.00993 0.02029 -0.00148 0.03126
518.jpg False 5.016 -2.110 -3.066 0.01233 0.02184 0.00027 0.03365
519.jpg False 4.831 -2.306 -3.013 0.01500 0.02299 0.00157 0.03295
520.jpg False 4.645 -2.637 -2.962 0.01831 0.02385 0.00462 0.03380
521.jpg False 4.511 -3.071 -2.893 0.02204 0.02431 0.00553 0.03558
522.jpg False 4.372 -3.578 -2.872 0.02519 0.02343 0.00574 0.03689
523.jpg False 4.313 -4.240 -2.848 0.02738 0.02263 0.00755 0.03654
524.jpg False 4.274 -5.070 -2.902 0.02844 0.02085 0.00924 0.03621
525.jpg False 4.206 -6.047 -3.058 0.02735 0.01598 0.00961 0.03230
526.jpg False 4.081 -7.111 -3.300 0.02276 0.01013 0.01027 0.02713
527.jpg False 3.917 -8.421 -3.507 0.01902 0.00473 0.01025 0.01983
528.jpg False 3.741 -9.906 -3.730 0.01599 0.00130 0.00700 0.01657
529.jpg False 3.597 -11.623 -3.879 0.01293 -0.00242 0.00144 0.01316
530.jpg False 3.512 -13.522 -3.919 0.01125 -0.00131 -0.00638 0.01210
531.jpg False 3.416 -15.649 -3.879 0.01105 -0.00042 -0.01557 0.01474
532.jpg False 3.343 -17.774 -3.794 0.01097 0.00153 -0.02170 0.01954
533.jpg False 3.258 -19.827 -3.712 0.00946 -0.00499 -0.02410 0.01699
534.jpg False 3.168 -21.605 -3.641 0.00448 -0.00829 -0.02383 0.01325
535.jpg False 3.118 -23.137 -3.587 -0.00212 -0.01716 -0.02166 0.00927
536.jpg False 3.123 -24.407 -3.546 -0.00855 -0.02346 -0.01750 0.00536
537.jpg False 3.155 -25.508 -3.532 -0.01566 -0.02983 -0.01606 -0.00091
538.jpg False 3.194 -26.364 -3.505 -0.02124 -0.03490 -0.01444 -0.00581
539.jpg False 3.201 -27.036 -3.475 -0.02224 -0.04172 -0.01426 -0.01061
540.jpg False 3.141 -27.549 -3.439 -0.02235 -0.04647 -0.01307 -0.01727
541.jpg False 3.104 -27.891 -3.404 -0.02340 -0.05341 -0.01325 -0.02415
542.jpg False 3.075 -28.042 -3.397 -0.02562 -0.06500 -0.01173 -0.03033
543.jpg False 3.047 -28.115 -3.406 -0.02656 -0.07146 -0.01009 -0.03657
544.jpg False 3.041 -28.120 -3.417 -0.02713 -0.07842 -0.00890 -0.03952
545.jpg False 3.035 -27.987 -3.443 -0.02693 -0.08381 -0.00697 -0.03815
546.jpg False 3.031 -27.752 -3.479 -0.02495 -0.08900 -0.00395 -0.03872
547.jpg False 3.037 -27.510 -3.513 -0.02238 -0.08746 -0.00385 -0.03566
548.jpg False 3.067 -27.160 -3.583 -0.02099 -0.08932 -0.00381 -0.03501
549.jpg False 3.086 -26.668 -3.678 -0.01776 -0.08873 -0.00275 -0.03661
550.jpg False 3.306 -26.217 -3.707 -0.01269 -0.08638 -0.00309 -0.04179
551.jpg False 3.554 -25.709 -3.725 -0.00580 -0.08340 -0.00283 -0.04781
552.jpg True 3.841 -24.940 -3.712 0.00239 -0.08155 -0.00060 -0.05617
553.jpg True 4.157 -23.995 -3.624 0.01042 -0.07685 -0.00008 -0.06035
554.jpg True 4.421 -22.996 -3.504 0.01616 -0.07333 0.00028 -0.06320
555.jpg True 4.482 -21.734 -3.436 0.02113 -0.07070 0.00245 -0.06315
556.jpg True 4.510 -20.390 -3.404 0.02393 -0.06459 0.00584 -0.06182
557.jpg False 4.554 -19.022 -3.362 0.02518 -0.04995 0.00825 -0.05133
558.jpg False 4.570 -17.747 -3.351 0.02574 -0.03365 0.00994 -0.03949
559.jpg False 4.605 -16.492 -3.342 0.02535 -0.01923 0.01290 -0.02673
560.jpg False 4.697 -15.411 -3.323 0.02378 -0.00612 0.01565 -0.01530
561.jpg False 4.753 -14.413 -3.274 0.02345 0.00173 0.01748 -0.00408
562.jpg False 4.776 -13.585 -3.255 0.02308 -0.00159 0.02093 -0.00130
563.jpg False 4.783 -12.905 -3.209 0.02133 -0.00710 0.02557 -0.00073
564.jpg False 4.774 -12.429 -3.154 0.02134 -0.00836 0.02703 0.00257
565.jpg False 4.717 -12.077 -3.097 0.02085 -0.00808 0.02584 0.00485
566.jpg False 4.685 -11.905 -3.036 0.01907 -0.00355 0.02135 0.00637
567.jpg False 4.651 -11.891 -2.979 0.01729 0.00840 0.01446 0.00894
568.jpg False 4.610 -11.951 -2.941 0.01737 0.02253 0.00631 0.01674
569.jpg False 4.556 -12.011 -2.899 0.01606 0.03110 0.00217 0.01791
570.jpg False 4.493 -12.075 -2.866 0.01651 0.04009 -0.00172 0.01862
571.jpg False 4.414 -12.073 -2.824 0.01776 0.04476 -0.00271 0.01900
572.jpg False 4.322 -12.070 -2.787 0.02050 0.04185 -0.00201 0.01757
573.jpg False 4.236 -12.046 -2.748 0.02291 0.03519 -0.00009 0.01169
574.jpg False 4.203 -12.024 -2.720 0.02829 0.03017 0.00367 0.00724
575.jpg False 4.161 -12.031 -2.669 0.03075 0.02337 0.00957 0.00264
576.jpg False 4.128 -12.102 -2.625 0.03291 0.01990 0.01246 0.00086
577.jpg False 4.105 -12.135 -2.562 0.03347 0.02334 0.01313 0.00287
578.jpg False 4.056 -12.241 -2.517 0.03481 0.03047 0.01218 0.00763
579.jpg False 3.985 -12.389 -2.492 0.03205 0.03553 0.00960 0.01114
580.jpg False 3.948 -12.553 -2.485 0.03046 0.04380 0.00549 0.01655
581.jpg False 3.939 -12.753 -2.478 0.02834 0.04662 0.00521 0.01737
582.jpg False 3.903 -12.983 -2.483 0.02678 0.04407 0.00458 0.01458
583.jpg False 3.915 -13.187 -2.474 0.02512 0.04066 0.00461 0.01250
584.jpg False 3.951 -13.352 -2.478 0.02391 0.04109 0.00244 0.01386
585.jpg False 3.990 -13.482 -2.508 0.02303 0.03657 0.00129 0.01190
586.jpg False 4.005 -13.515 -2.540 0.02239 0.03466 0.00005 0.00887
587.jpg False 4.050 -13.477 -2.560 0.02145 0.03020 0.00102 0.00666
588.jpg False 4.101 -13.375 -2.591 0.02071 0.02361 0.00308 -0.00102
589.jpg False 4.192 -13.237 -2.618 0.02200 0.01437 0.00548 -0.00958
590.jpg False 4.322 -13.055 -2.659 0.02481 0.01103 0.00819 -0.01108
591.jpg False 4.506 -12.909 -2.693 0.02732 0.00578 0.01186 -0.01041
592.jpg False 4.744 -12.748 -2.740 0.02912 0.00348 0.01579 -0.00987
593.jpg False 4.993 -12.565 -2.795 0.02949 0.00189 0.01999 -0.00666
594.jpg False 5.184 -12.322 -2.843 0.02696 0.00526 0.02162 -0.00128
595.jpg False 5.332 -12.148 -2.870 0.02413 0.00746 0.02046 0.00233
596.jpg False 5.421 -11.975 -2.903 0.02020 0.01054 0.01828 0.00493
597.jpg False 5.420 -11.842 -2.932 0.01886 0.01753 0.01347 0.01048
598.jpg False 5.388 -11.773 -2.957 0.01838 0.02115 0.00903 0.01302
599.jpg False 5.340 -11.816 -2.980 0.02143 0.02375 0.00532 0.01847
600.jpg False 5.300 -11.883 -2.987 0.02229 0.02403 0.00310 0.02210
601.jpg False 5.269 -11.992 -3.001 0.02479 0.02275 0.00193 0.02598
602.jpg False 5.276 -12.149 -3.005 0.02933 0.01707 0.00788 0.02501
603.jpg False 5.268 -12.289 -2.982 0.03535 0.01583 0.01574 0.02711
604.jpg False 5.283 -12.370 -2.931 0.03949 0.00917 0.02623 0.02331
605.jpg False 5.271 -12.433 -2.889 0.04459 0.00426 0.03677 0.01918
606.jpg False 5.305 -12.514 -2.805 0.05204 0.00352 0.04765 0.01891
607.jpg False 5.395 -12.655 -2.665 0.05794 0.00907 0.05450 0.02531
608.jpg False 5.539 -12.826 -2.496 0.06098 0.01168 0.05775 0.02845
609.jpg False 5.731 -13.013 -2.318 0.06346 0.01911 0.05649 0.03368
610.jpg False 5.955 -13.082 -2.168 0.06471 0.02867 0.05284 0.03895
611.jpg False 6.135 -13.058 -2.078 0.06435 0.03932 0.04759 0.04819
612.jpg False 6.291 -12.879 -2.108 0.06320 0.04223 0.04331 0.05068
613.jpg False 6.485 -12.659 -2.234 0.06265 0.05188 0.03557 0.05633
614.jpg False 6.678 -12.423 -2.434 0.06119 0.06261 0.02864 0.06446
615.jpg False 6.882 -12.215 -2.654 0.06038 0.07020 0.02109 0.07150
616.jpg False 7.177 -12.048 -2.847 0.06014 0.07163 0.01534 0.06812
617.jpg False 7.529 -11.939 -2.995 0.05825 0.07730 0.00645 0.06848
618.jpg False 7.844 -11.850 -3.065 0.05683 0.07969 0.00258 0.07125
619.jpg False 8.153 -11.852 -3.105 0.05638 0.07583 0.00185 0.06589
620.jpg False 8.472 -11.924 -3.106 0.05751 0.07103 0.00619 0.06267
621.jpg False 8.710 -12.032 -3.104 0.05864 0.06874 0.00856 0.06147
622.jpg False 8.846 -12.165 -3.065 0.06006 0.06593 0.01266 0.06052
623.jpg False 8.968 -12.348 -3.022 0.06146 0.05653 0.01688 0.05313
624.jpg False 9.056 -12.488 -2.959 0.06427 0.05187 0.02024 0.04889
625.jpg False 9.063 -12.599 -2.861 0.06454 0.05190 0.02075 0.04580
626.jpg False 9.013 -12.678 -2.750 0.06335 0.05550 0.01927 0.04631
627.jpg False 8.957 -12.688 -2.681 0.06129 0.05961 0.01597 0.04837
628.jpg False 8.867 -12.485 -2.636 0.06056 0.06368 0.01538 0.04871
629.jpg False 8.774 -12.265 -2.590 0.05955 0.06683 0.01428 0.05036
630.jpg False 8.659 -12.033 -2.552 0.06141 0.06194 0.01661 0.04758
631.jpg False 8.638 -11.854 -2.553 0.06212 0.05908 0.01795 0.04670
632.jpg False 8.609 -11.642 -2.538 0.06505 0.05094 0.02345 0.03878
